1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Label
27,1.312216,1.457672,3.949047,3.977313,0.012234,0.009547,0.154977,0.11657,3382.436768,1411.6875,6528.703613,2731.547852,747.391174,963.221863,118.282684,57.496277,0.566865,0.138141,1
34,0.512587,0.211424,3.2355,2.974929,0.012635,0.011667,0.166268,0.094757,3339.400635,1367.007202,6711.765625,2455.173828,922.224121,1189.118896,132.822174,58.865402,0.557575,0.224548,1
59,1.016226,1.430348,4.89362,5.630088,0.011456,0.010156,0.10143,0.057221,3428.068848,1209.439575,7244.069824,1956.120117,692.040527,1081.785156,126.399902,56.342773,0.631159,0.147496,1
36,3.089443,3.002353,12.209927,8.929374,0.011127,0.008129,0.098785,0.057051,3522.679443,1247.065552,6905.555664,2442.92627,566.908203,784.122559,113.527763,60.058571,0.52416,0.160017,1
63,0.494794,0.73922,2.787046,3.885077,0.012298,0.008469,0.107688,0.060872,3727.215332,971.352661,7215.872559,1885.845459,666.850586,1080.666748,130.324585,52.538826,0.768905,0.112761,1
37,1.188733,2.227741,5.432541,10.540946,0.015964,0.010269,0.085389,0.043596,3559.778076,1239.684814,6910.13623,2408.263184,1229.709595,1875.357544,125.942993,58.023567,0.664024,0.085718,1
86,4.883111,9.455112,8.470881,13.824382,0.011588,0.008877,0.09891,0.072385,3770.164795,835.716003,7409.594238,1644.045776,631.158813,990.394531,131.458481,53.530735,0.599375,0.116989,1
162,3.189157,2.283932,11.395097,6.282429,0.014512,0.009853,0.151177,0.08559,3852.139404,634.655762,7402.31543,1206.945679,927.048096,1259.7146,138.739319,46.502563,0.535544,0.094208,1
219,2.49951,3.473536,6.831649,6.382301,0.012939,0.004904,0.138913,0.098414,3865.842285,534.35675,7567.123047,1065.070557,489.673737,451.423737,117.364326,46.298691,0.642532,0.087641,1
113,0.557064,0.759214,4.497995,3.096611,0.014235,0.006526,0.071847,0.055237,3766.522461,728.096558,7557.964844,1459.998413,590.079773,472.264008,96.517273,43.776447,0.78024,0.148801,1
47,3.692851,2.093618,17.902596,10.433403,0.013135,0.005331,0.043152,0.019125,3580.864014,1094.01001,7238.299805,2207.921387,328.328888,267.082367,87.989548,42.48024,0.389383,0.111277,1
209,1.905325,2.479425,10.570946,11.722653,0.014347,0.010903,0.111379,0.043234,3606.430176,975.354431,7578.830078,1067.937744,1042.223633,1615.480713,127.586586,44.501846,0.703489,0.080535,1
39,3.929934,1.39441,19.300253,13.56536,0.0098,0.003677,0.085817,0.051096,3581.108154,1210.760132,7051.283691,2384.578613,480.253418,294.448761,99.400658,39.337639,0.545251,0.047508,1
90,2.383847,1.520503,10.839178,9.547472,0.010546,0.003193,0.096007,0.045619,3785.242188,817.24115,7498.054688,1618.215332,329.842804,176.119598,119.091743,39.975945,0.531457,0.128441,1
37,0.66446,0.502692,12.377335,15.071254,0.022842,0.009236,0.081841,0.042615,3527.871338,1229.151489,7013.514648,2442.560547,1102.324341,742.643982,85.726738,41.633305,0.711344,0.062343,1
25,3.236772,2.584722,21.092529,12.566516,0.022353,0.010484,0.07475,0.045345,3334.072754,1455.771362,6600.000488,2881.058105,1070.572998,679.83429,80.837631,45.330853,0.383191,0.14111,1
44,2.19471,2.378231,17.219059,22.184694,0.027249,0.009671,0.086293,0.049238,3593.20166,1137.565063,7137.501953,2258.622314,1683.958008,1098.984985,86.629272,38.425411,0.431985,0.190102,1
35,1.86876,3.069431,10.396086,15.093349,0.022808,0.010785,0.062054,0.046307,3410.683594,1294.5979,6997.856934,2514.449951,1564.72876,1168.90625,99.582764,66.982727,0.48716,0.16625,1
37,1.66082,2.530814,11.307561,18.244629,0.009474,0.009691,0.068074,0.031462,3460.577881,1215.283447,6956.080566,2422.613037,801.391113,1402.749268,133.420532,62.365028,0.521627,0.164101,1
69,0.275082,0.431963,5.871524,4.909821,0.00871,0.008737,0.081205,0.034876,3689.380127,919.150269,7332.245605,1819.636963,589.731445,1156.952026,133.009766,54.055122,0.797443,0.107991,1
115,0.905806,1.092496,2.469147,2.160874,0.012985,0.011766,0.084212,0.036923,3801.688477,726.531311,7492.830566,1423.490479,1083.381104,2474.486328,140.576569,48.175205,0.745968,0.071164,1
287,1.345566,1.907607,3.607022,3.787022,0.011663,0.011764,0.154029,0.097403,3832.333496,509.695526,7529.791504,925.359497,945.766724,1469.767822,116.747025,37.435795,0.792549,0.064776,1
95,0.964608,1.654939,3.255995,2.92016,0.021288,0.009903,0.103421,0.044595,3811.774902,800.469604,7437.367676,1564.700562,1856.7229,1699.093994,109.542984,38.633446,0.815717,0.073503,1
31,1.245982,1.248213,5.190626,2.838394,0.021513,0.011347,0.089012,0.048564,3470.332764,1336.116943,6750,2600.914795,1641.195068,1330.596558,123.659775,58.448139,0.671158,0.055421,1
41,3.406691,1.34106,7.544166,2.805105,0.021821,0.009443,0.147561,0.071885,3615.696289,1189.013306,6884.146484,2273.60083,2075.601074,1845.182373,117.445015,52.403122,0.51165,0.050556,1
202,1.575549,1.079092,6.637605,6.813344,0.014946,0.010618,0.096782,0.059802,3860.754883,554.246094,7637.006836,1096.669556,910.874329,1500.639648,116.224541,46.157654,0.617285,0.117613,1
44,1.975373,0.811987,7.17919,3.574071,0.013784,0.009405,0.092472,0.048432,3611.687988,1143.01709,7052.272949,2232.710693,737.658264,1046.909912,114.357079,54.263321,0.510332,0.098597,1
45,0.622324,0.246656,2.465352,0.885796,0.010591,0.008559,0.07625,0.050871,3589.645752,1122.648926,7126.111816,2227.694092,454.124298,903.78186,106.934692,52.719452,0.519929,0.231703,1
34,7.021512,2.845289,17.975311,6.868552,0.012145,0.011988,0.099724,0.06652,3503.018799,1279.905884,6826.472656,2496.62207,591.474487,922.820618,117.49778,59.219627,0.442212,0.035998,1
37,1.025816,0.791827,6.153685,5.238933,0.016671,0.01027,0.07576,0.044515,3541.108154,1233.711792,6973.650391,2429.563965,1112.078613,1946.338501,97.590477,43.542011,0.511558,0.183497,1
81,2.47858,1.628076,7.255435,3.782324,0.014351,0.008609,0.087963,0.046536,3762.312988,858.870056,7432.101562,1696.415649,678.835693,1027.198608,103.48925,45.150951,0.451111,0.098808,1
172,3.280598,1.587409,8.478077,3.41556,0.015351,0.009395,0.111428,0.054178,3881.107666,601.156738,7563.955078,1176.158447,915.794067,1252.6521,117.599449,39.76059,0.481197,0.084732,1
53,0.115781,0.103038,1.104461,0.481681,0.014388,0.010572,0.11309,0.049893,3679.266113,1051.937866,7149.526855,2044.927002,814.709961,1452.80249,102.145241,43.10627,0.874818,0.038075,1
25,0.995367,1.614146,4.365147,8.313621,0.012544,0.007058,0.0715,0.042814,3324.964111,1451.552856,6567,2866.646729,597.200012,459.721039,83.358536,48.480068,0.419027,0.231229,1
41,3.038485,1.369626,16.615553,12.656219,0.01567,0.009185,0.106326,0.044436,3591.056641,1181.144043,7018.292969,2308.725586,810.297363,976.875122,95.890839,44.697861,0.61259,0.054723,1
25,2.267182,1.325862,12.04789,13.706668,0.012832,0.009016,0.07975,0.066079,3329.711182,1454.20459,6550.000488,2860.891846,625.96991,724.771362,96.73098,55.344242,0.557669,0.066721,1
25,1.486626,0.82208,8.726148,8.844421,0.009019,0.006097,0.10375,0.06707,3343.196289,1459.519043,6476.999512,2829.40332,228.574127,297.270172,106.886848,59.689301,0.621615,0.070687,1
36,4.229145,3.269583,16.502157,13.309536,0.009009,0.010673,0.078646,0.059583,3446.058594,1220.085571,6929.166504,2453.55127,434.809235,1006.877075,106.729431,51.018467,0.502259,0.113172,1
25,2.651557,1.401399,25.539831,14.249998,0.001485,0.00087,0.034375,0.025039,3013.685059,1390.388794,6652.001465,2904.151123,6.133428,7.243146,63.529377,34.484383,0.616842,0.05068,1
54,3.058389,1.829022,7.971874,3.861386,0.001804,0.000656,0.035243,0.021288,3407.705566,971.030701,7350.463867,2079.858154,7.946158,7.152219,67.919106,24.487349,0.398125,0.218988,1
32,2.50575,1.266876,21.312332,12.955646,0.003505,0.002709,0.101367,0.067228,3361.298828,1276.726807,6764.845215,2561.77832,49.848072,63.686474,106.660202,60.555012,0.594682,0.071133,1
63,2.643841,1.297671,10.586459,6.820367,0.010395,0.004604,0.114484,0.080034,3710.978516,967.189819,7293.649902,1905.953735,337.390717,409.124573,123.25135,49.615517,0.441873,0.120729,1
65,2.655579,1.057447,13.471164,13.11486,0.011113,0.004485,0.116202,0.054853,3735.696533,957.017517,7321.536621,1876.052368,358.374298,248.869629,118.188919,45.619064,0.441997,0.161551,1
25,2.384799,1.204352,9.370879,10.957764,0.010026,0.005044,0.135125,0.073918,3361.104492,1466.993896,6494.999512,2835.881104,296.776276,226.097336,103.874214,59.855465,0.34205,0.09707,1
25,0.959711,1.053753,8.53555,8.384639,0.011453,0.0061,0.118875,0.067413,3349.50415,1462.041504,6523.999023,2848.00415,450.658539,635.17041,96.168121,53.726868,0.652804,0.058994,1
26,3.562155,2.289487,19.862017,10.702977,0.010017,0.005634,0.121394,0.066837,3382.555176,1442.450684,6540.385254,2790.31665,431.108673,529.356506,101.126587,50.191006,0.420463,0.092023,1
43,2.456146,0.983493,8.322388,3.6065,0.013994,0.007106,0.141933,0.06595,3625.015137,1161.118286,6980.233887,2238.720947,734.774048,1016.378235,118.594231,48.975761,0.373571,0.135436,1
95,1.480581,1.706935,7.674469,8.996521,0.014984,0.005963,0.110592,0.049704,3820.488037,801.576233,7461.314941,1566.715454,678.780029,765.830688,115.437866,42.031822,0.723462,0.098264,1
84,0.192858,0.187064,2.094006,2.466225,0.018648,0.007022,0.100372,0.043471,3791.857178,848.6922,7435.716309,1664.905762,887.703491,763.847595,106.575821,44.418598,0.867035,0.057252,1
43,3.000998,4.03412,9.23807,9.052888,0.022479,0.011378,0.068677,0.038967,3582.781494,1149.596313,7139.533203,2287.263916,1524.0448,1537.849121,99.974792,50.467762,0.529396,0.147439,1
28,1.328655,0.558656,3.578867,1.518193,0.026276,0.012056,0.062277,0.034048,3382.997803,1382.54248,6761.607422,2760.773926,1671.313599,1247.284668,78.17009,41.78434,0.294286,0.098671,1
25,1.811744,0.82616,6.800356,5.798935,0.022842,0.011272,0.060375,0.045442,3309.721436,1445.635254,6656,2905.127441,1262.383545,1050.922485,77.111115,47.939899,0.459774,0.091633,1
42,1.187084,0.793053,5.817912,5.11865,0.021233,0.012478,0.062872,0.036753,3579.47998,1162.590698,7142.856934,2318.112061,1543.106689,1880.751953,84.293625,33.727745,0.624734,0.093941,1
25,1.682555,1.595109,5.97761,6.859477,0.014282,0.009502,0.062625,0.050055,3316.134521,1448.879395,6599.000977,2881.327637,736.213867,1175.989502,82.674637,42.084305,0.278585,0.265467,1
25,2.539315,2.308105,9.604557,8.227382,0.021618,0.010129,0.124375,0.062265,3360.210205,1466.840576,6474.999512,2826.947021,1324.663696,959.128479,107.167755,58.454552,0.357164,0.167104,1
32,2.321576,1.574154,11.431636,8.798527,0.015659,0.016084,0.10293,0.059292,3362.181396,1302.550903,6784.37793,2567.052246,1829.553467,2591.63501,101.831749,55.605717,0.431442,0.174005,1
63,2.211563,1.06839,9.762605,7.942996,0.000559,0.000498,0.098561,0.056728,3126.721436,857.576904,7320.239746,1909.282715,1.223619,3.17231,101.579849,49.041668,0.528622,0.089977,1
36,1.284793,0.741406,3.099037,1.359498,0.015917,0.007936,0.064062,0.038128,3517.488525,1244.758667,6971.52832,2465.721436,664.417786,547.207275,88.545135,45.475132,0.689013,0.048474,1
41,1.542739,1.025283,7.986985,7.954431,0.011482,0.008624,0.070427,0.047739,3504.698486,1155.792725,7080.487793,2329.721924,330.91568,455.552521,86.157646,43.271793,0.572051,0.108646,1
73,3.086278,2.19234,8.164434,6.675874,0.00999,0.010402,0.102997,0.058058,3688.007812,897.993347,7323.633301,1768.862671,594.87085,1596.52832,116.98658,48.547836,0.322332,0.142643,1
66,0.879604,0.608061,5.02882,1.972842,0.019524,0.010918,0.098769,0.065013,3733.231201,950.769592,7278.787109,1856.796631,1729.386108,1757.168701,129.805908,42.548378,0.661274,0.123014,1
29,0.385421,0.409909,11.056192,17.943161,0.014998,0.009292,0.090733,0.053567,3433.967773,1374.263794,6711.209473,2685.755371,1118.768188,1240.123169,98.18927,45.026653,0.780298,0.032254,1
25,6.256197,2.971283,44.873192,20.853466,0.011429,0.012317,0.104375,0.071428,3319.530518,1449.516479,6501.001465,2839.338867,825.509277,1452.136475,124.235153,63.751022,0.240792,0.096889,1
93,1.553244,0.808679,7.171687,4.765282,0.018659,0.011293,0.104133,0.063125,3802.052002,807.63501,7444.890625,1583.878906,1375.290771,1763.698853,114.65834,45.875225,0.571229,0.126028,1
105,0.785653,1.036559,10.241037,10.597249,0.015495,0.009231,0.159256,0.096825,3829.016846,763.804016,7327.14502,1481.200195,1002.707336,1067.409546,130.81813,48.950615,0.731949,0.090444,1
96,1.009882,0.611065,8.616622,5.170781,0.024178,0.009899,0.117057,0.072354,3812.758789,796.630737,7433.074707,1561.845093,1790.639038,1501.925293,108.453758,44.662865,0.721314,0.079786,1
94,0.878181,0.740069,10.068889,6.150323,0.024593,0.010364,0.093418,0.052492,3800.202637,803.138123,7480.319824,1582.874146,1717.128174,1570.940186,101.570557,45.566189,0.638591,0.177555,1
101,1.280113,0.730266,13.92516,6.391002,0.023339,0.009885,0.11742,0.059676,3819.292969,777.161804,7477.476074,1524.803223,1611.386475,1373.657104,107.509048,44.786064,0.595114,0.142164,1
109,0.385269,0.818622,5.550302,6.01036,0.023751,0.009725,0.109948,0.059469,3825.741455,748.824219,7503.214355,1471.857056,1681.668701,1491.776001,104.656013,44.737648,0.836681,0.065809,1
92,0.493677,0.50852,6.411007,4.547132,0.022246,0.010098,0.123132,0.076973,3802.393555,812.677368,7403.804199,1589.293823,1578.985474,1365.406982,106.318665,49.59996,0.806709,0.081672,1
43,0.648054,0.836743,7.827367,6.069385,0.016724,0.011767,0.126163,0.08282,3605.732422,1156.101074,7012.209473,2252.724121,1058.525879,1442.908081,107.014359,51.96888,0.677512,0.107511,1
26,0.795294,0.706974,12.598983,12.005971,0.021694,0.011563,0.104447,0.076215,3364.758545,1435.453979,6618.268555,2823.869141,1449.55896,1297.203003,102.366074,54.43504,0.577738,0.132146,1
34,0.87279,0.708776,11.857226,9.500073,0.019437,0.011562,0.110202,0.075556,3511.104492,1283.112427,6838.236328,2502.779541,1289.026123,1305.795532,107.337456,60.832138,0.585674,0.140817,1
93,0.327481,0.355369,7.130119,6.410966,0.023409,0.010215,0.104435,0.050223,3811.699707,809.575623,7423.386719,1580.417114,1669.779175,1558.584351,118.442085,51.682579,0.808092,0.088134,1
111,0.679964,1.044582,9.375222,11.557325,0.02416,0.009919,0.108052,0.057682,3829.984131,742.470642,7516.89209,1459.286743,1799.269043,1553.948975,109.947136,47.690353,0.794293,0.077388,1
81,0.293821,0.151384,3.219949,1.51442,0.022113,0.010116,0.128819,0.079844,3784.491211,864.425659,7337.65332,1683.151367,1695.529297,1504.189209,114.010345,55.975246,0.830367,0.070277,1
25,4.239152,2.079056,51.592777,24.192995,0.018261,0.013395,0.115125,0.102569,3336.136963,1457.030151,6539.000488,2858.867188,1416.733643,1709.783203,80.764053,45.768623,0.274573,0.11086,1
79,1.798918,1.037165,8.073709,6.976416,0.017277,0.008953,0.18932,0.099649,3791.242188,876.901611,7194.620117,1676.519165,1101.436401,1162.431641,119.573715,43.960373,0.507269,0.139389,1
40,3.91589,1.393003,19.272583,14.08246,0.012107,0.005199,0.219687,0.110901,3611.018799,1203.719971,6708.751465,2239.5,537.231873,443.137512,137.641479,50.911446,0.559101,0.044566,1
125,2.00037,2.005103,9.642102,10.391644,0.015187,0.006525,0.161125,0.061731,3868.833008,703.896545,7416.20166,1353.324585,844.30426,774.018127,133.671692,31.894987,0.61835,0.115555,1
140,1.893177,0.451689,7.696448,4.493196,0.022167,0.010796,0.097165,0.040624,3846.626465,661.937195,7601.429199,1307.669434,1207.142456,931.388977,105.18605,39.117702,0.287433,0.199653,1
35,4.130778,2.002859,41.631977,24.137629,0.025855,0.01013,0.068304,0.052454,3503.976318,1259.77832,6996.429199,2514.008057,1810.621094,1052.216675,95.499519,63.54641,0.357657,0.086309,1
88,5.622033,1.727776,25.660858,14.668367,0.027683,0.00941,0.075888,0.040793,3782.231689,827.52771,7511.648926,1640.759888,1862.868774,1196.067871,96.360306,38.648357,0.296201,0.042197,1
