Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Eric Gordon,SG,33,HOU,57,46,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6,0.548,0.585,1.8,2.4,0.778,0.3,1.7,2,2.7,0.5,0.3,1.9,1.1,13.4
Devonte' Graham,PG,26,NOP,76,63,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.3,0.413,0.481,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9
Jerami Grant,PF,27,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1,1.8,2.3,19.2
Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
Danny Green,SF,34,PHI,62,28,21.8,2,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2,2.5,1,1,0.6,0.7,1.7,5.9
Draymond Green,PF,31,GSW,46,44,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.4,0.586,0.556,1.3,2,0.659,1,6.3,7.3,7,1.3,1.1,3,3,7.5
Jalen Green,SG,19,HOU,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2,1.5,17.3
JaMychal Green,PF,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3,0.621,0.537,1.2,1.4,0.871,1.2,3,4.2,0.9,0.6,0.4,0.9,2.4,6.4
Javonte Green,SF,28,CHI,65,45,23.4,2.7,5,0.542,0.6,1.6,0.356,2.2,3.4,0.625,0.597,1.2,1.5,0.833,1.4,2.8,4.2,0.9,1,0.5,0.5,2,7.2
Jeff Green,PF,35,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2,10.3
Josh Green,SG,21,DAL,67,3,15.5,1.9,3.8,0.508,0.4,1.2,0.359,1.5,2.7,0.573,0.563,0.5,0.7,0.689,0.8,1.6,2.4,1.2,0.7,0.2,0.7,1.7,4.8
Blake Griffin,C,32,BRK,56,24,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.7,3,0.565,0.486,1,1.4,0.724,1.1,3,4.1,1.9,0.5,0.3,0.6,1.7,6.4
Quentin Grimes,SG,21,NYK,46,6,17.1,2.1,5.1,0.404,1.6,4.1,0.381,0.5,1,0.5,0.557,0.3,0.4,0.684,0.5,1.5,2,1,0.7,0.2,0.6,1.6,6
Kyle Guy,SG,24,MIA,19,0,9.8,1.4,3.4,0.4,0.7,2.1,0.35,0.6,1.3,0.48,0.508,0.4,0.6,0.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9
Rui Hachimura,PF,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3
Tyrese Haliburton,SG-PG,21,TOT,77,77,35,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4,8.2,1.7,0.6,2.6,1.6,15.3
Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3
Tyrese Haliburton,PG,21,IND,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5
Tyler Hall,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
R.J. Hampton,SG,20,ORL,64,14,21.9,2.7,7.1,0.383,1,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3,2.5,0.7,0.2,1.4,1.6,7.6
Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2
James Harden,PG,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22
James Harden,PG,32,BRK,44,44,37,6.6,16,0.414,2.3,7,0.332,4.3,9.1,0.476,0.486,6.9,8,0.869,1,7,8,10.2,1.3,0.7,4.8,2.4,22.5
James Harden,PG,32,PHI,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21
Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,0.459,0.7,2.1,0.307,1.1,1.7,0.65,0.544,0.4,0.6,0.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6
Jared Harper,PG,24,NOP,5,0,8.6,2.8,5.2,0.538,1,2.4,0.417,1.8,2.8,0.643,0.635,0.8,0.8,1,0.4,0,0.4,2.8,0.8,0.2,0.4,1,7.4
Montrezl Harrell,C,28,TOT,71,3,23.1,5,7.8,0.645,0.1,0.2,0.235,5,7.6,0.658,0.649,3,4.2,0.716,2.1,4,6.1,2,0.4,0.6,1,1.9,13.1
Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1
Montrezl Harrell,C,28,CHO,25,0,21,4.4,6.9,0.645,0,0.1,0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2,0.4,0.5,0.9,2,11.4
Gary Harris,SG,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5,0.384,2,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2,1.8,1,0.1,1,1.8,11.1
Joe Harris,SF,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3
Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2
Shaquille Harrison,SG,28,BRK,2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2
Josh Hart,SG,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4,6.6,0.601,0.569,3,3.9,0.758,1.1,6,7.2,4.1,1.1,0.2,2.1,2.8,14.9
Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2,2.9,13.4
Josh Hart,SG,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9
Isaiah Hartenstein,C,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3
Udonis Haslem,C,41,MIA,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1,2.1,0.481,0.468,0.2,0.2,1,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5
Sam Hauser,SF,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0,0,,0.2,0.9,1.1,0.4,0,0.1,0.1,0.3,2.5
Jaxson Hayes,C,21,NOP,70,28,20,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3
Killian Hayes,PG,20,DET,66,40,25,2.7,7,0.383,0.7,2.5,0.263,2,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9
Gordon Hayward,SF,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4,8.1,0.496,0.528,2.6,3,0.846,0.8,3.8,4.6,3.6,1,0.4,1.7,1.7,15.9
Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3
Juancho Hernangómez,PF,26,TOT,40,9,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3
Juancho Hernangómez,PF,26,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1
Juancho Hernangómez,PF,26,SAS,5,0,10.2,0.4,1.2,0.333,0,0.6,0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3,0.6,0.2,0.2,0.4,0,1.4
Juancho Hernangómez,PF,26,UTA,17,9,17.5,2.2,4.3,0.507,1.2,2.8,0.438,0.9,1.5,0.64,0.651,0.6,1.2,0.476,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,6.2
Willy Hernangómez,C,27,NOP,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,0.526,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1,1.9,9.1
Tyler Herro,SG,22,MIA,66,10,32.6,7.6,17,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5,4,0.7,0.1,2.6,1.4,20.7
Buddy Hield,SG,29,TOT,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6
Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4,1.9,0.9,0.3,1.6,2.1,14.4
Buddy Hield,SG,29,IND,26,26,35.6,7,15.6,0.447,3.1,8.5,0.362,3.9,7.1,0.549,0.546,1.2,1.3,0.886,0.9,4.2,5.1,4.8,1,0.4,2.4,2.7,18.2
Haywood Highsmith,SF,25,MIA,19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3
George Hill,PG,35,MIL,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2
Malcolm Hill,SF-SG,26,TOT,19,0,11.2,1.3,2.7,0.462,0.7,1.9,0.361,0.6,0.8,0.688,0.587,0.6,0.7,0.786,0.6,1.3,1.8,0.4,0.4,0.2,0.2,1.3,3.8
Malcolm Hill,SG,26,ATL,3,0,15.3,1.7,2.7,0.625,1,1.7,0.6,0.7,1,0.667,0.813,1.3,1.3,1,0.7,1.3,2,0.3,1.3,0.3,0,2.3,5.7
Malcolm Hill,SF,26,CHI,16,0,10.4,1.2,2.8,0.432,0.6,1.9,0.323,0.6,0.8,0.692,0.545,0.4,0.6,0.7,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4
Solomon Hill,SF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6
Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0
Jaylen Hoard,SF,22,OKC,7,5,34.3,6.3,12.9,0.489,1.3,3.6,0.36,5,9.3,0.538,0.539,0.9,2,0.429,4.3,7.7,12,2.4,0.9,0.7,1.1,2,14.7
Aaron Holiday,PG,25,TOT,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3
Aaron Holiday,PG,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1,1.5,6.1
Aaron Holiday,PG,25,PHO,22,1,16.3,2.3,5.6,0.411,0.7,1.6,0.444,1.6,4,0.398,0.476,1.4,1.5,0.939,0.7,1.8,2.5,3.4,0.8,0,1.3,1.5,6.8
Jrue Holiday,PG,31,MIL,67,64,32.9,7.1,14.2,0.501,2,4.8,0.411,5.2,9.4,0.547,0.57,2,2.7,0.761,1,3.5,4.5,6.8,1.6,0.4,2.7,2,18.3
Justin Holiday,SF-SG,32,TOT,74,65,27.8,3.5,8.9,0.394,2.4,6.5,0.367,1.1,2.4,0.467,0.528,0.7,0.8,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1
Justin Holiday,SF,32,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1,2.1,11
Justin Holiday,SG,32,SAC,25,25,25.6,2.8,8.2,0.348,2,5.8,0.342,0.8,2.3,0.362,0.471,0.6,0.8,0.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2,8.3
Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,0.66,0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2,0.778,2.1,5,7,1.1,0.4,0.9,1.2,2.8,10.4
Rodney Hood,PF-SF,29,TOT,52,0,13.6,1.1,3,0.369,0.6,1.8,0.33,0.5,1.3,0.424,0.465,0.3,0.4,0.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1
Rodney Hood,PF,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3
Rodney Hood,SF,29,LAC,13,0,9.8,0.9,2,0.462,0.5,0.8,0.545,0.5,1.2,0.4,0.577,0.3,0.4,0.8,0.2,0.6,0.8,0.6,0.2,0.2,0.3,0.3,2.6
Scotty Hopson,SG,32,OKC,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,0,1,1,1,0,0,2,1,4
Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2
Talen Horton-Tucker,SG,21,LAL,60,19,25.2,3.7,9,0.416,0.8,3,0.269,2.9,5.9,0.492,0.462,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1,0.5,1.4,2.5,10
Danuel House Jr.,SF,28,TOT,42,7,17.3,1.9,4.7,0.404,1,2.8,0.376,0.9,1.9,0.444,0.515,1,1.4,0.759,0.4,2.2,2.6,1,0.5,0.4,0.8,1.2,5.9
Danuel House Jr.,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1,4.8
Danuel House Jr.,SF,28,NYK,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Danuel House Jr.,SF,28,UTA,25,6,19.6,2.2,4.9,0.447,1.4,3.3,0.415,0.8,1.6,0.512,0.585,1.1,1.6,0.692,0.6,2.2,2.7,1,0.6,0.5,0.6,1.4,6.8
Dwight Howard,C,36,LAL,60,27,16.2,2.2,3.7,0.612,0.1,0.3,0.533,2.1,3.4,0.618,0.63,1.6,2.4,0.658,2,4,5.9,0.6,0.6,0.6,0.8,1.9,6.2
Markus Howard,SG,22,DEN,31,0,5.7,1.3,3.3,0.386,0.9,2.3,0.4,0.4,1,0.355,0.525,0.6,0.7,0.87,0.1,0.3,0.4,0.2,0.3,0,0.2,0.5,4.1
Kevin Huerter,SF,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3,3.4,2.7,0.7,0.4,1.2,2.5,12.1
Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0
Elijah Hughes,SG-SF,23,TOT,36,4,12.1,1.3,4,0.326,0.7,2.6,0.263,0.6,1.4,0.449,0.413,0.2,0.3,0.778,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5
Elijah Hughes,SF,23,UTA,14,1,8,1.1,2.6,0.417,0.7,2,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1
Elijah Hughes,SG,23,POR,22,3,14.6,1.5,4.9,0.296,0.7,3,0.224,0.8,1.9,0.415,0.366,0.2,0.3,0.667,0.2,1.7,1.9,0.7,0.5,0.3,0.5,1.5,3.8
Feron Hunt,SF,22,NYK,2,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0
De'Andre Hunter,SF,24,ATL,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4
Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7
Bones Hyland,SG,21,DEN,69,4,19,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1
Serge Ibaka,C,32,TOT,54,12,16.2,2.7,5.5,0.5,0.7,1.8,0.374,2.1,3.6,0.563,0.563,0.6,0.8,0.727,1.1,3.5,4.6,0.9,0.2,0.6,0.8,1.9,6.8
Serge Ibaka,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1,0.2,0.7,0.9,1.6,6.6
Serge Ibaka,C,32,MIL,19,2,17.8,2.8,5.5,0.519,0.7,1.9,0.351,2.2,3.5,0.612,0.582,0.6,0.8,0.8,1.2,4.1,5.3,0.7,0.2,0.4,0.5,2.4,7
Andre Iguodala,SF,38,GSW,31,0,19.5,1.5,3.9,0.38,0.5,2.4,0.23,0.9,1.5,0.617,0.45,0.5,0.6,0.75,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1,4
Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2
Brandon Ingram,SF,24,NOP,55,55,34,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7
Kyrie Irving,PG,29,BRK,29,29,37.6,10,21.2,0.469,3.4,8.2,0.418,6.5,13,0.501,0.55,4.1,4.4,0.915,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4
Wes Iwundu,SF,27,ATL,3,1,27.3,2.7,6,0.444,1,1.7,0.6,1.7,4.3,0.385,0.528,1,1.3,0.75,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3
Frank Jackson,PG,23,DET,53,7,22,3.7,9.1,0.402,1.6,5.3,0.308,2,3.8,0.529,0.491,1.6,2,0.827,0.4,1.3,1.6,1,0.5,0.2,0.7,1.7,10.6
Isaiah Jackson,PF,20,IND,36,15,15,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.584,0.575,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3
Jaren Jackson Jr.,PF,22,MEM,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3
Josh Jackson,SF,24,TOT,51,3,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.714,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.4
Josh Jackson,SF,24,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,7.1
Josh Jackson,SF,24,SAC,12,0,10.3,1.4,4.1,0.347,0.3,1.4,0.176,1.2,2.7,0.438,0.378,1.3,1.8,0.714,0.3,1.2,1.5,0.4,0.4,0.3,0.8,1.4,4.3
Justin Jackson,SF,26,TOT,7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1
Justin Jackson,SF,26,BOS,1,0,2,0,1,0,0,0,,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2
Justin Jackson,SF,26,PHO,6,0,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0,0,,0.2,1,1.2,0.3,0,0,0.2,0.5,2.2
Reggie Jackson,SG,31,LAC,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8
LeBron James,PF,37,LAL,56,56,37.2,11.4,21.8,0.524,2.9,8,0.359,8.6,13.8,0.62,0.59,4.5,6,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3
DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7
Ty Jerome,SG,24,OKC,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3,0.493,0.46,0.8,1,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1
Isaiah Joe,SG,22,PHI,55,1,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.3,0.8,0.405,0.477,0.5,0.6,0.935,0.1,0.9,1,0.6,0.3,0.1,0.3,0.9,3.6
Alize Johnson,PF,25,TOT,23,0,7.3,0.7,1.7,0.436,0,0.2,0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0,0.5,0.8,1.8
Alize Johnson,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0,0.1,0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1,1.3,2.3,0.5,0.2,0,0.5,0.9,1.8
Alize Johnson,PF,25,WAS,3,0,6,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,1.7,2.3,4,0,0,0,1,0,1.3
Alize Johnson,PF,25,NOP,4,0,7,0.8,2.5,0.3,0,0,,0.8,2.5,0.3,0.3,0.8,1,0.75,1.8,1.5,3.3,0.3,0.5,0,0.3,0.8,2.3
B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,,1.5,2.3,3.8,0,0,0.3,0,1,6.5
Cameron Johnson,PF,25,PHO,66,16,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.7,3.3,0.523,0.596,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7,12.5
David Johnson,SG,20,TOR,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Jalen Johnson,PF,20,ATL,22,0,5.5,1,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4
James Johnson,PF,34,BRK,62,10,19.2,2.3,5,0.469,0.4,1.4,0.271,2,3.6,0.545,0.507,0.5,0.9,0.527,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5
Joe Johnson,SG,40,BOS,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
Keldon Johnson,SF,22,SAS,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5,6.1,2.1,0.8,0.2,1.2,2,17
Keon Johnson,SG,19,TOT,37,12,18.8,2.6,7.4,0.353,0.9,2.7,0.34,1.7,4.6,0.36,0.415,1.1,1.4,0.804,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9,7.2
Keon Johnson,SG,19,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5
Keon Johnson,SG,19,POR,22,12,25.5,3.6,10,0.357,1.4,4,0.348,2.2,6,0.364,0.428,1.1,1.4,0.833,0.8,1.9,2.7,2.9,1,0.5,1.8,2.2,9.7
Stanley Johnson,PF,25,LAL,48,27,22.8,2.4,5.2,0.466,0.7,2.2,0.314,1.8,3,0.575,0.532,1.1,1.5,0.716,0.7,2.5,3.2,1.7,0.9,0.3,0.7,2.3,6.7
Tyler Johnson,PG,29,TOT,6,0,15.2,1,3.3,0.3,0.8,2.2,0.385,0.2,1.2,0.143,0.425,0,0,,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8
Tyler Johnson,PG,29,PHI,3,0,12.7,1.3,3.3,0.4,1,2.3,0.429,0.3,1,0.333,0.55,0,0,,0.3,1.7,2,0.7,0.3,0.3,0.3,1.3,3.7
Tyler Johnson,PG,29,SAS,3,0,17.7,0.7,3.3,0.2,0.7,2,0.333,0,1.3,0,0.3,0,0,,0.7,1.3,2,1.7,0.7,0.7,0.3,1,2
Nikola Joki?,C,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11,13.8,7.9,1.5,0.9,3.8,2.6,27.1
