date,year,month,day,season,rainfall,temperature,enterococci,day_num,month_num,month_name,season_name
2013-08-22,2013,8,22,3,0,19.4,3.9,234,8,August,Winter
2013-08-29,2013,8,29,3,0,22.8,0.4,241,8,August,Winter
2013-09-02,2013,9,2,4,0,24.4,0.4,245,9,September,Spring
2013-09-10,2013,9,10,4,0,33.6,4.4,253,9,September,Spring
2013-09-16,2013,9,16,4,1.8,18.1,46.7272727272727,259,9,September,Spring
2013-09-22,2013,9,22,4,0,24.2,4.72727272727273,265,9,September,Spring
2013-09-28,2013,9,28,4,0,30.4,2.09090909090909,271,9,September,Spring
2013-10-04,2013,10,4,4,3,18.8,3.54545454545455,277,10,October,Spring
2013-10-12,2013,10,12,4,0,26.8,1.81818181818182,285,10,October,Spring
2013-10-20,2013,10,20,4,0,28.3,3.36363636363636,293,10,October,Spring
2013-10-28,2013,10,28,4,33.8,23.3,54.4545454545455,301,10,October,Spring
2013-11-05,2013,11,5,4,0,19.9,16.3636363636364,309,11,November,Spring
2013-11-13,2013,11,13,4,8.8,29.7,4,317,11,November,Spring
2013-11-21,2013,11,21,4,0,27.1,15.7272727272727,325,11,November,Spring
2013-11-29,2013,11,29,4,,20.7,18.9090909090909,333,11,November,Spring
2013-12-07,2013,12,7,1,0,25.6,10.0909090909091,341,12,December,Summer
2013-12-13,2013,12,13,1,0,28.9,4.72727272727273,347,12,December,Summer
2013-12-23,2013,12,23,1,0,36.6,4.90909090909091,357,12,December,Summer
2013-12-31,2013,12,31,1,0,30.2,547.090909090909,365,12,December,Summer
2014-01-08,2014,1,8,1,2.8,22.5,7.27272727272727,8,13,January,Summer
2014-01-16,2014,1,16,1,0,30.8,13.0909090909091,16,13,January,Summer
2014-01-24,2014,1,24,1,0,28.4,7.45454545454545,24,13,January,Summer
2014-02-01,2014,2,1,1,0,27.8,13.2727272727273,32,14,February,Summer
2014-02-09,2014,2,9,1,0,30.7,3.18181818181818,40,14,February,Summer
2014-02-17,2014,2,17,1,26.4,25.3,90.9090909090909,48,14,February,Summer
2014-02-25,2014,2,25,1,0,28.9,9.63636363636364,56,14,February,Summer
2014-03-05,2014,3,5,2,0.1,30.7,14.8181818181818,64,15,March,Autumn
2014-03-13,2014,3,13,2,17,24.7,41.9090909090909,72,15,March,Autumn
2014-03-21,2014,3,21,2,0.2,28.2,32,80,15,March,Autumn
2014-03-29,2014,3,29,2,0.8,23.5,73.4545454545455,88,15,March,Autumn
2014-04-06,2014,4,6,2,2.6,21.3,141.727272727273,96,16,April,Autumn
2014-04-14,2014,4,14,2,3.4,19.1,8.90909090909091,104,16,April,Autumn
2014-04-22,2014,4,22,2,0,25.4,11,112,16,April,Autumn
2014-04-30,2014,4,30,2,3.6,23.9,39.6363636363636,120,16,April,Autumn
2014-05-06,2014,5,6,2,0,20.2,3.72727272727273,126,17,May,Autumn
2014-05-12,2014,5,12,2,0.6,20.2,7,132,17,May,Autumn
2014-05-16,2014,5,16,2,0,25.4,6.54545454545455,136,17,May,Autumn
2014-05-22,2014,5,22,2,0,26.5,5.90909090909091,142,17,May,Autumn
2014-05-28,2014,5,28,2,0,25.2,13.6363636363636,148,17,May,Autumn
2014-06-03,2014,6,3,3,0,20.8,3.4,154,18,June,Winter
2014-06-10,2014,6,10,3,11.4,18.5,168.363636363636,161,18,June,Winter
2014-06-19,2014,6,19,3,0,21.2,3.81818181818182,170,18,June,Winter
2014-06-26,2014,6,26,3,0,22,12.0909090909091,177,18,June,Winter
2014-07-03,2014,7,3,3,0,17.9,9.63636363636364,184,19,July,Winter
2014-07-08,2014,7,8,3,0,18.8,3.27272727272727,189,19,July,Winter
2014-07-14,2014,7,14,3,0,16,0.909090909090909,195,19,July,Winter
2014-07-18,2014,7,18,3,0,15.8,2.72727272727273,199,19,July,Winter
2014-07-24,2014,7,24,3,0,19.8,1.81818181818182,205,19,July,Winter
2014-08-01,2014,8,1,3,0,19.8,2.81818181818182,213,20,August,Winter
2014-08-05,2014,8,5,3,0,18.3,3.36363636363636,217,20,August,Winter
2014-08-11,2014,8,11,3,0.8,13.1,18.7272727272727,223,20,August,Winter
2014-08-15,2014,8,15,3,0,17.6,2.72727272727273,227,20,August,Winter
2014-08-21,2014,8,21,3,15.2,17.5,18.8181818181818,233,20,August,Winter
2014-08-27,2014,8,27,3,16.6,17.8,38.6363636363636,239,20,August,Winter
2014-09-02,2014,9,2,4,0,17.8,0.545454545454545,245,21,September,Spring
2014-09-08,2014,9,8,4,1.4,20.8,8.81818181818182,251,21,September,Spring
2014-09-12,2014,9,12,4,,16.8,2.45454545454545,255,21,September,Spring
2014-09-18,2014,9,18,4,0,18,0.454545454545455,261,21,September,Spring
2014-09-24,2014,9,24,4,0,25.7,1.45454545454545,267,21,September,Spring
2014-09-30,2014,9,30,4,0,34.2,4.09090909090909,273,21,September,Spring
2014-10-08,2014,10,8,4,3.8,20,103.363636363636,281,22,October,Spring
2014-10-16,2014,10,16,4,1,22.8,10,289,22,October,Spring
2014-10-21,2014,10,21,4,0.6,19.8,6.63636363636364,294,22,October,Spring
2014-10-25,2014,10,25,4,0.6,25.4,28.0909090909091,298,22,October,Spring
2014-11-02,2014,11,2,4,6,22.2,6.09090909090909,306,23,November,Spring
2014-11-10,2014,11,10,4,0,23,14.6363636363636,314,23,November,Spring
2014-11-18,2014,11,18,4,0,23.8,3.81818181818182,322,23,November,Spring
2014-11-26,2014,11,26,4,0,26,13.6363636363636,330,23,November,Spring
2014-12-04,2014,12,4,1,19.4,29.6,136.545454545455,338,24,December,Summer
2014-12-13,2014,12,13,1,0,23.5,11.1818181818182,347,24,December,Summer
2014-12-19,2014,12,19,1,0,22.7,11.9090909090909,353,24,December,Summer
2014-12-28,2014,12,28,1,0.8,26.2,193,362,24,December,Summer
2015-01-05,2015,1,5,1,0,25.8,58.3636363636364,5,25,January,Summer
2015-01-15,2015,1,15,1,0,27.1,2.09090909090909,15,25,January,Summer
2015-01-21,2015,1,21,1,3.2,29.1,31.2727272727273,21,25,January,Summer
2015-01-29,2015,1,29,1,15.2,21.7,10.9090909090909,29,25,January,Summer
2015-02-06,2015,2,6,1,0,25.8,12.0909090909091,37,26,February,Summer
2015-02-14,2015,2,14,1,0.2,29.5,10.2727272727273,45,26,February,Summer
2015-02-22,2015,2,22,1,6.2,27.7,44.6363636363636,53,26,February,Summer
2015-02-27,2015,2,27,1,4,27,72,58,26,February,Summer
2015-03-05,2015,3,5,2,0,27.5,19.7272727272727,64,27,March,Autumn
2015-03-09,2015,3,9,2,0,31.3,6.36363636363636,68,27,March,Autumn
2015-03-17,2015,3,17,2,0,25.3,27.4545454545455,76,27,March,Autumn
2015-03-25,2015,3,25,2,23,23.2,18.8181818181818,84,27,March,Autumn
2015-04-01,2015,4,1,2,8,27,28.7272727272727,91,28,April,Autumn
2015-04-09,2015,4,9,2,0,20.4,17.7272727272727,99,28,April,Autumn
2015-04-17,2015,4,17,2,1.8,25.2,99.0909090909091,107,28,April,Autumn
2015-04-27,2015,4,27,2,7,18.2,31.3636363636364,117,28,April,Autumn
2015-05-05,2015,5,5,2,0.1,28.6,8.90909090909091,125,29,May,Autumn
2015-05-11,2015,5,11,2,0,22.2,9.54545454545454,131,29,May,Autumn
2015-05-17,2015,5,17,2,0.6,19.2,16.4545454545455,137,29,May,Autumn
2015-05-22,2015,5,22,2,10.4,17.4,402.363636363636,142,29,May,Autumn
2015-05-27,2015,5,27,2,0,22.3,,147,29,May,Autumn
2015-06-03,2015,6,3,3,0,16.5,12.8181818181818,154,30,June,Winter
2015-06-09,2015,6,9,3,0,23.3,5.90909090909091,160,30,June,Winter
2015-06-15,2015,6,15,3,0.2,18.6,18.0909090909091,166,30,June,Winter
2015-06-20,2015,6,20,3,13.6,14.8,12.3636363636364,171,30,June,Winter
2015-06-26,2015,6,26,3,1,17.9,8.54545454545455,177,30,June,Winter
2015-07-02,2015,7,2,3,0,17.2,11.3636363636364,183,31,July,Winter
2015-07-08,2015,7,8,3,14.6,14.6,18.1818181818182,189,31,July,Winter
2015-07-15,2015,7,15,3,0,16.1,3.54545454545455,196,31,July,Winter
2015-07-21,2015,7,21,3,4.8,20.1,5.90909090909091,202,31,July,Winter
2015-07-27,2015,7,27,3,0,16.1,2.09090909090909,208,31,July,Winter
2015-07-31,2015,7,31,3,0,21.5,3.72727272727273,212,31,July,Winter
2015-08-07,2015,8,7,3,0,18.1,1.09090909090909,219,32,August,Winter
2015-08-14,2015,8,14,3,0,19,4.36363636363636,226,32,August,Winter
2015-08-19,2015,8,19,3,0,17.6,4.09090909090909,231,32,August,Winter
2015-08-25,2015,8,25,3,62.2,21.1,35.4545454545455,237,32,August,Winter
2015-08-31,2015,8,31,3,0,16.6,7,243,32,August,Winter
2015-09-04,2015,9,4,4,28.8,17.2,81.4545454545455,247,33,September,Spring
2015-09-11,2015,9,11,4,0,22.9,2,254,33,September,Spring
2015-09-17,2015,9,17,4,0,18.3,2.63636363636364,260,33,September,Spring
2015-09-23,2015,9,23,4,2.8,14.3,17.8181818181818,266,33,September,Spring
2015-09-29,2015,9,29,4,0,25,5.27272727272727,272,33,September,Spring
2015-10-06,2015,10,6,4,0,36.4,4,279,34,October,Spring
2015-10-12,2015,10,12,4,3.8,29.7,6.45454545454545,285,34,October,Spring
2015-10-18,2015,10,18,4,1.8,22.6,4.90909090909091,291,34,October,Spring
2015-10-24,2015,10,24,4,0,24,2.81818181818182,297,34,October,Spring
2015-10-30,2015,10,30,4,0,24.8,19.5454545454545,303,34,October,Spring
2015-11-05,2015,11,5,4,15.6,23.6,131,309,35,November,Spring
2015-11-11,2015,11,11,4,0.4,24.4,70.7272727272727,315,35,November,Spring
2015-11-17,2015,11,17,4,0,26.2,8.90909090909091,321,35,November,Spring
2015-11-23,2015,11,23,4,0,23.8,10,327,35,November,Spring
2015-11-29,2015,11,29,4,0.6,27.8,22.5454545454546,333,35,November,Spring
2015-12-05,2015,12,5,1,0,27.5,0.909090909090909,339,36,December,Summer
2015-12-11,2015,12,11,1,0.2,37,88.9090909090909,345,36,December,Summer
2015-12-17,2015,12,17,1,58,27.6,55.7272727272727,351,36,December,Summer
2015-12-22,2015,12,22,1,30,21.7,144.454545454545,356,36,December,Summer
2015-12-29,2015,12,29,1,0,23.8,4.81818181818182,363,36,December,Summer
2016-01-04,2016,1,4,1,17.6,25.4,25.9090909090909,4,37,January,Summer
2016-01-10,2016,1,10,1,0,28.8,17.8181818181818,10,37,January,Summer
2016-01-16,2016,1,16,1,9.6,22.9,5.90909090909091,16,37,January,Summer
2016-01-22,2016,1,22,1,32.8,26.9,42.7272727272727,22,37,January,Summer
2016-01-28,2016,1,28,1,0.4,29.4,10.4545454545455,28,37,January,Summer
2016-02-03,2016,2,3,1,0,31,10.5454545454545,34,38,February,Summer
2016-02-09,2016,2,9,1,0,26.7,10.4545454545455,40,38,February,Summer
2016-02-15,2016,2,15,1,0,27.3,1.81818181818182,46,38,February,Summer
2016-02-21,2016,2,21,1,46.2,26.7,390.818181818182,52,38,February,Summer
2016-02-27,2016,2,27,1,0,28.5,6.09090909090909,58,38,February,Summer
2016-03-04,2016,3,4,2,0,30.4,5,64,39,March,Autumn
2016-03-10,2016,3,10,2,0,25.3,27.9090909090909,70,39,March,Autumn
2016-03-16,2016,3,16,2,20.6,24,60.6363636363636,76,39,March,Autumn
2016-03-22,2016,3,22,2,41,21.3,20.9090909090909,82,39,March,Autumn
2016-03-29,2016,3,29,2,0,22,13.7272727272727,89,39,March,Autumn
2016-04-04,2016,4,4,2,27.8,24.3,385,95,40,April,Autumn
2016-04-08,2016,4,8,2,0,21.7,16.3636363636364,99,40,April,Autumn
2016-04-15,2016,4,15,2,0.4,26.3,10.8181818181818,106,40,April,Autumn
2016-04-20,2016,4,20,2,2.6,25,8,111,40,April,Autumn
2016-04-28,2016,4,28,2,0,27.2,27.1818181818182,119,40,April,Autumn
2016-05-04,2016,5,4,2,0,25.8,15.7272727272727,125,41,May,Autumn
2016-05-10,2016,5,10,2,0.2,25.2,24,131,41,May,Autumn
2016-05-17,2016,5,17,2,0,28.9,5.81818181818182,138,41,May,Autumn
2016-05-23,2016,5,23,2,0,28.3,7.54545454545455,144,41,May,Autumn
2016-06-03,2016,6,3,3,4.8,18.8,261.181818181818,155,42,June,Winter
2016-06-09,2016,6,9,3,1,23.1,106.181818181818,161,42,June,Winter
2016-06-16,2016,6,16,3,0,22.5,4.72727272727273,168,42,June,Winter
2016-06-20,2016,6,20,3,28.2,20.9,156,172,42,June,Winter
2016-06-21,2016,6,21,3,0,19.3,63.5454545454546,173,42,June,Winter
2016-06-22,2016,6,22,3,0,20.9,10,174,42,June,Winter
2016-06-23,2016,6,23,3,0,19.5,28,175,42,June,Winter
2016-06-24,2016,6,24,3,0,17.6,15,176,42,June,Winter
2016-06-28,2016,6,28,3,4.4,15.4,18.0909090909091,180,42,June,Winter
2016-07-05,2016,7,5,3,4.8,19.1,31.7272727272727,187,43,July,Winter
2016-07-08,2016,7,8,3,13.8,17.6,24.7272727272727,190,43,July,Winter
2016-07-15,2016,7,15,3,0,17.1,0.818181818181818,197,43,July,Winter
2016-07-21,2016,7,21,3,24.8,19.8,40.3636363636364,203,43,July,Winter
2016-07-27,2016,7,27,3,0,19.6,6.36363636363636,209,43,July,Winter
2016-08-02,2016,8,2,3,1,15.2,7.09090909090909,215,44,August,Winter
2016-08-09,2016,8,9,3,0,19.9,8.72727272727273,222,44,August,Winter
2016-08-15,2016,8,15,3,0,21.4,2.27272727272727,228,44,August,Winter
2016-08-19,2016,8,19,3,0,24.7,2.27272727272727,232,44,August,Winter
2016-08-26,2016,8,26,3,0,15.4,2.90909090909091,239,44,August,Winter
2016-09-01,2016,9,1,4,0,23.2,2.18181818181818,245,45,September,Spring
2016-09-07,2016,9,7,4,0,21.7,0.636363636363636,251,45,September,Spring
2016-09-14,2016,9,14,4,7,24.9,39.6363636363636,258,45,September,Spring
2016-09-20,2016,9,20,4,0,21.5,15.2727272727273,264,45,September,Spring
2016-09-26,2016,9,26,4,4.8,19.2,2.90909090909091,270,45,September,Spring
2016-09-30,2016,9,30,4,2,20.2,7.81818181818182,274,45,September,Spring
2016-10-12,2016,10,12,4,0,23.3,1.81818181818182,286,46,October,Spring
2016-10-18,2016,10,18,4,3.8,26.6,3.18181818181818,292,46,October,Spring
2016-10-25,2016,10,25,4,0,25.4,6.90909090909091,299,46,October,Spring
2016-10-31,2016,10,31,4,1.4,21.5,7.63636363636364,305,46,October,Spring
2016-11-05,2016,11,5,4,0,25.6,4.6,310,47,November,Spring
2016-11-10,2016,11,10,4,11.4,25,10.9090909090909,315,47,November,Spring
2016-11-17,2016,11,17,4,0,25.3,8.81818181818182,322,47,November,Spring
2016-11-23,2016,11,23,4,0,29.2,3.90909090909091,328,47,November,Spring
2016-11-30,2016,11,30,4,0,26.2,14.4545454545455,335,47,November,Spring
2016-12-05,2016,12,5,1,1.4,32.4,13,340,48,December,Summer
2016-12-12,2016,12,12,1,0,29,,347,48,December,Summer
2016-12-16,2016,12,16,1,32.2,26,563.636363636364,351,48,December,Summer
2016-12-22,2016,12,22,1,0,25,6.36363636363636,357,48,December,Summer
2016-12-29,2016,12,29,1,0,38.2,16.8181818181818,364,48,December,Summer
2017-01-05,2017,1,5,1,10.4,25.5,7.54545454545455,5,49,January,Summer
2017-01-11,2017,1,11,1,0,38.8,78.5454545454546,11,49,January,Summer
2017-01-17,2017,1,17,1,0,37.7,3,17,49,January,Summer
2017-01-23,2017,1,23,1,0,35.2,3.09090909090909,23,49,January,Summer
2017-01-30,2017,1,30,1,0,36.4,11.1818181818182,30,49,January,Summer
2017-02-04,2017,2,4,1,0,32.3,7,35,50,February,Summer
2017-02-09,2017,2,9,1,3.8,32.2,21.0909090909091,40,50,February,Summer
2017-02-15,2017,2,15,1,20.1,27.7,12.5454545454545,46,50,February,Summer
2017-02-21,2017,2,21,1,0,27,2.81818181818182,52,50,February,Summer
2017-02-27,2017,2,27,1,8.2,26.6,84.2727272727273,58,50,February,Summer
2017-03-03,2017,3,3,2,14.2,25.1,144.090909090909,62,51,March,Autumn
2017-03-09,2017,3,9,2,0.8,23.9,6.72727272727273,68,51,March,Autumn
2017-03-16,2017,3,16,2,10,27.3,23.9090909090909,75,51,March,Autumn
2017-03-22,2017,3,22,2,13,31.9,52,81,51,March,Autumn
2017-03-28,2017,3,28,2,0.1,24.3,96.5454545454546,87,51,March,Autumn
2017-04-03,2017,4,3,2,32.8,21.9,115.363636363636,93,52,April,Autumn
2017-04-07,2017,4,7,2,0,24.2,15,97,52,April,Autumn
2017-04-13,2017,4,13,2,25.6,21.2,18.5454545454545,103,52,April,Autumn
2017-04-21,2017,4,21,2,0,25.7,3.27272727272727,111,52,April,Autumn
2017-04-28,2017,4,28,2,0,19.2,10.3636363636364,118,52,April,Autumn
2017-05-04,2017,5,4,2,1.2,20.1,12.8181818181818,124,53,May,Autumn
2017-05-09,2017,5,9,2,0.4,18.8,4,129,53,May,Autumn
2017-05-10,2017,5,10,2,0,19.5,5.36363636363636,130,53,May,Autumn
2017-05-16,2017,5,16,2,0.1,20.2,10.5454545454545,136,53,May,Autumn
2017-05-22,2017,5,22,2,0.2,21,38.9090909090909,142,53,May,Autumn
2017-05-29,2017,5,29,2,0,18.2,8.54545454545455,149,53,May,Autumn
2017-06-01,2017,6,1,3,0.6,16.1,3.90909090909091,152,54,June,Winter
2017-06-08,2017,6,8,3,57.8,17.6,45.5454545454546,159,54,June,Winter
2017-06-14,2017,6,14,3,5.2,18.4,26.0909090909091,165,54,June,Winter
2017-06-20,2017,6,20,3,5.6,18.4,23,171,54,June,Winter
2017-06-26,2017,6,26,3,0,18.3,17.6363636363636,177,54,June,Winter
2017-06-30,2017,6,30,3,0,15,8,181,54,June,Winter
2017-07-11,2017,7,11,3,0,16.7,3.18181818181818,192,55,July,Winter
2017-07-17,2017,7,17,3,0,19.9,2.45454545454545,198,55,July,Winter
2017-07-24,2017,7,24,3,0,21.4,14.4545454545455,205,55,July,Winter
2017-07-28,2017,7,28,3,0,19.4,7.27272727272727,209,55,July,Winter
2017-08-03,2017,8,3,3,7.4,18.1,26.0909090909091,215,56,August,Winter
2017-08-09,2017,8,9,3,0,19.9,2.81818181818182,221,56,August,Winter
2017-08-16,2017,8,16,3,0.4,23.3,1.45454545454545,228,56,August,Winter
2017-08-22,2017,8,22,3,0,18.7,2.72727272727273,234,56,August,Winter
2017-08-29,2017,8,29,3,0,17,0.909090909090909,241,56,August,Winter
2017-09-01,2017,9,1,4,1.8,16.6,1.63636363636364,244,57,September,Spring
2017-09-07,2017,9,7,4,0,21.8,6.18181818181818,250,57,September,Spring
2017-09-13,2017,9,13,4,0,35.3,2.18181818181818,256,57,September,Spring
2017-09-19,2017,9,19,4,0,24.5,8.45454545454546,262,57,September,Spring
2017-09-25,2017,9,25,4,0,28.8,2.63636363636364,268,57,September,Spring
2017-09-29,2017,9,29,4,0,27.6,0.0909090909090909,272,57,September,Spring
2017-10-05,2017,10,5,4,0,26.8,1.54545454545455,278,58,October,Spring
2017-10-11,2017,10,11,4,0.2,25.3,4.81818181818182,284,58,October,Spring
2017-10-17,2017,10,17,4,0,25.4,0.909090909090909,290,58,October,Spring
2017-10-23,2017,10,23,4,8,21.3,12.2727272727273,296,58,October,Spring
2017-10-25,2017,10,25,4,0,31,42,298,58,October,Spring
2017-10-27,2017,10,27,4,21.6,23.1,124.636363636364,300,58,October,Spring
2017-11-03,2017,11,3,4,0,31.3,10.7272727272727,307,59,November,Spring
2017-11-09,2017,11,9,4,0,23,5.27272727272727,313,59,November,Spring
2017-11-15,2017,11,15,4,0,26.7,1.63636363636364,319,59,November,Spring
2017-11-21,2017,11,21,4,0.6,23.9,8.18181818181818,325,59,November,Spring
2017-11-27,2017,11,27,4,0,27.1,2.18181818181818,331,59,November,Spring
2017-12-04,2017,12,4,1,0,18.7,64.9090909090909,338,60,December,Summer
2017-12-08,2017,12,8,1,0,29.8,3.45454545454545,342,60,December,Summer
2017-12-14,2017,12,14,1,0,36.1,4.54545454545455,348,60,December,Summer
2017-12-20,2017,12,20,1,0,39.9,16.4545454545455,354,60,December,Summer
2017-12-28,2017,12,28,1,0,29.3,2.18181818181818,362,60,December,Summer
2018-01-03,2018,1,3,1,4,23.8,20.5454545454545,3,61,January,Summer
2018-01-09,2018,1,9,1,15.6,32.8,582.090909090909,9,61,January,Summer
2018-01-15,2018,1,15,1,1.6,23.4,81.5454545454545,15,61,January,Summer
2018-01-19,2018,1,19,1,0,32,10.4545454545455,19,61,January,Summer
2018-01-25,2018,1,25,1,0,28.9,3.27272727272727,25,61,January,Summer
2018-02-01,2018,2,1,1,0.8,22.1,36.2727272727273,32,62,February,Summer
2018-02-07,2018,2,7,1,0,29.1,2.63636363636364,38,62,February,Summer
2018-02-13,2018,2,13,1,0,28.8,50.8181818181818,44,62,February,Summer
2018-02-19,2018,2,19,1,0,28.8,5.18181818181818,50,62,February,Summer
2018-02-25,2018,2,25,1,0,21.8,10.8181818181818,56,62,February,Summer
2018-03-02,2018,3,2,2,0,25,27,61,63,March,Autumn
2018-03-08,2018,3,8,2,0,25.4,1.27272727272727,67,63,March,Autumn
2018-03-14,2018,3,14,2,10,28.2,24.5454545454546,73,63,March,Autumn
2018-03-20,2018,3,20,2,0,26.3,9.09090909090909,79,63,March,Autumn
2018-03-26,2018,3,26,2,7,27.8,17.4545454545455,85,63,March,Autumn
2018-04-03,2018,4,3,2,1.2,24.4,,93,64,April,Autumn
2018-04-10,2018,4,10,2,0.8,24.5,7,100,64,April,Autumn
2018-04-16,2018,4,16,2,0,30.8,35.0909090909091,106,64,April,Autumn
2018-04-20,2018,4,20,2,0,23.2,,110,64,April,Autumn
2018-04-27,2018,4,27,2,0,20.1,12.6363636363636,117,64,April,Autumn
2018-05-02,2018,5,2,2,0,24.4,7.18181818181818,122,65,May,Autumn
2018-05-07,2018,5,7,2,0,25.9,6.18181818181818,127,65,May,Autumn
2018-05-11,2018,5,11,2,0,18.1,9.09090909090909,131,65,May,Autumn
2018-05-17,2018,5,17,2,0.1,21.9,4.18181818181818,137,65,May,Autumn
2018-05-23,2018,5,23,2,0,20.4,1.63636363636364,143,65,May,Autumn
2018-05-29,2018,5,29,2,0,25.4,,149,65,May,Autumn
2018-06-04,2018,6,4,3,5.4,17,7.36363636363636,155,66,June,Winter
2018-06-08,2018,6,8,3,0.2,19,165,159,66,June,Winter
2018-06-14,2018,6,14,3,0,20.4,11.1818181818182,165,66,June,Winter
2018-06-21,2018,6,21,3,11,16.4,31.9090909090909,172,66,June,Winter
2018-06-27,2018,6,27,3,3.6,16.9,9.18181818181818,178,66,June,Winter
2018-07-04,2018,7,4,3,0.1,20.5,,185,67,July,Winter
2018-07-10,2018,7,10,3,0,16.7,42.0909090909091,191,67,July,Winter
2018-07-16,2018,7,16,3,0,19,3.54545454545455,197,67,July,Winter
2018-07-20,2018,7,20,3,0,21.3,3.27272727272727,201,67,July,Winter
2018-07-26,2018,7,26,3,0,18.8,1.27272727272727,207,67,July,Winter
2018-08-01,2018,8,1,3,0,21.4,3.36363636363636,213,68,August,Winter
2018-08-08,2018,8,8,3,0,20.5,0.818181818181818,220,68,August,Winter
2018-08-14,2018,8,14,3,0,22.9,5.27272727272727,226,68,August,Winter
2018-08-21,2018,8,21,3,0,18.1,0.909090909090909,233,68,August,Winter
2018-08-24,2018,8,24,3,3.8,17.7,37.0909090909091,236,68,August,Winter
2018-08-30,2018,8,30,3,0,16.8,6.36363636363636,242,68,August,Winter
2018-09-05,2018,9,5,4,0,17.8,5.45454545454545,248,69,September,Spring
2018-09-12,2018,9,12,4,0,26.9,8.81818181818182,255,69,September,Spring
2018-09-19,2018,9,19,4,0,29.9,4.45454545454545,262,69,September,Spring
2018-09-24,2018,9,24,4,0.4,16.7,8.27272727272727,267,69,September,Spring
2018-09-28,2018,9,28,4,0,31.3,5.72727272727273,271,69,September,Spring
2018-10-05,2018,10,5,4,30.2,16,191.727272727273,278,70,October,Spring
2018-10-11,2018,10,11,4,17.4,17.7,,284,70,October,Spring
2018-10-16,2018,10,16,4,6.4,24.7,,289,70,October,Spring
