Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
4/27/2020,51630,Fredericksburg,Rappahannock,24,6,0
4/27/2020,51640,Galax,Mount Rogers,3,1,0
4/27/2020,51650,Hampton,Hampton,108,28,1
4/27/2020,51660,Harrisonburg,Central Shenandoah,383,25,9
4/27/2020,51670,Hopewell,Crater,24,8,0
4/27/2020,51678,Lexington,Central Shenandoah,3,0,0
4/27/2020,51680,Lynchburg,Central Virginia,51,5,1
4/27/2020,51683,Manassas City,Prince William,165,26,2
4/27/2020,51685,Manassas Park,Prince William,50,8,1
4/27/2020,51690,Martinsville,West Piedmont,0,0,0
4/27/2020,51700,Newport News,Peninsula,112,33,7
4/27/2020,51710,Norfolk,Norfolk,184,36,3
4/27/2020,51720,Norton,Lenowisco,2,2,0
4/27/2020,51730,Petersburg,Crater,30,13,2
4/27/2020,51735,Poquoson,Peninsula,6,2,0
4/27/2020,51740,Portsmouth,Portsmouth,114,32,5
4/27/2020,51750,Radford,New River,3,0,0
4/27/2020,51760,Richmond City,Richmond,304,59,14
4/27/2020,51770,Roanoke City,Roanoke,33,5,0
4/27/2020,51775,Salem,Alleghany,11,0,0
4/27/2020,51790,Staunton,Central Shenandoah,10,0,0
4/27/2020,51800,Suffolk,Western Tidewater,147,31,5
4/27/2020,51810,Virginia Beach,Virginia Beach,355,72,10
4/27/2020,51820,Waynesboro,Central Shenandoah,11,1,0
4/27/2020,51830,Williamsburg,Peninsula,15,6,1
4/27/2020,51840,Winchester,Lord Fairfax,33,1,0
4/26/2020,51001,Accomack,Eastern Shore,187,17,3
4/26/2020,51003,Albemarle,Thomas Jefferson,76,13,3
4/26/2020,51005,Alleghany,Alleghany,5,4,0
4/26/2020,51007,Amelia,Piedmont,15,6,1
4/26/2020,51009,Amherst,Central Virginia,9,1,0
4/26/2020,51011,Appomattox,Central Virginia,17,0,0
4/26/2020,51013,Arlington,Arlington,790,141,32
4/26/2020,51015,Augusta,Central Shenandoah,36,2,1
4/26/2020,51017,Bath,Central Shenandoah,0,0,0
4/26/2020,51019,Bedford,Central Virginia,24,1,0
4/26/2020,51021,Bland,Mount Rogers,0,0,0
4/26/2020,51023,Botetourt,Alleghany,27,9,3
4/26/2020,51025,Brunswick,Southside,14,3,0
4/26/2020,51027,Buchanan,Cumberland Plateau,13,0,0
4/26/2020,51029,Buckingham,Piedmont,35,6,0
4/26/2020,51031,Campbell,Central Virginia,11,0,0
4/26/2020,51033,Caroline,Rappahannock,21,4,0
4/26/2020,51035,Carroll,Mount Rogers,3,1,0
4/26/2020,51036,Charles City,Chickahominy,13,5,1
4/26/2020,51037,Charlotte,Piedmont,7,1,0
4/26/2020,51041,Chesterfield,Chesterfield,457,39,18
4/26/2020,51043,Clarke,Lord Fairfax,7,1,0
4/26/2020,51045,Craig,Alleghany,2,0,0
4/26/2020,51047,Culpeper,Rappahannock Rapidan,103,10,1
4/26/2020,51049,Cumberland,Piedmont,10,1,0
4/26/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/26/2020,51053,Dinwiddie,Crater,14,6,0
4/26/2020,51057,Essex,Three Rivers,6,1,0
4/26/2020,51059,Fairfax,Fairfax,2889,509,95
4/26/2020,51061,Fauquier,Rappahannock Rapidan,87,7,2
4/26/2020,51063,Floyd,New River,1,0,0
4/26/2020,51065,Fluvanna,Thomas Jefferson,72,13,5
4/26/2020,51067,Franklin County,West Piedmont,19,3,0
4/26/2020,51069,Frederick,Lord Fairfax,93,11,0
4/26/2020,51071,Giles,New River,4,0,0
4/26/2020,51073,Gloucester,Three Rivers,22,4,1
4/26/2020,51075,Goochland,Chickahominy,70,9,3
4/26/2020,51077,Grayson,Mount Rogers,0,0,0
4/26/2020,51079,Greene,Thomas Jefferson,10,2,1
4/26/2020,51081,Greensville,Crater,30,8,5
4/26/2020,51083,Halifax,Southside,17,1,0
4/26/2020,51085,Hanover,Chickahominy,105,25,7
4/26/2020,51087,Henrico,Henrico,792,116,89
4/26/2020,51089,Henry,West Piedmont,14,2,1
4/26/2020,51091,Highland,Central Shenandoah,1,0,0
4/26/2020,51093,Isle of Wight,Western Tidewater,93,9,2
4/26/2020,51095,James City,Peninsula,153,51,12
4/26/2020,51097,King and Queen,Three Rivers,2,0,0
4/26/2020,51099,King George,Rappahannock,27,12,4
4/26/2020,51101,King William,Three Rivers,5,1,0
4/26/2020,51103,Lancaster,Three Rivers,1,1,0
4/26/2020,51105,Lee,Lenowisco,8,1,0
4/26/2020,51107,Loudoun,Loudoun,596,76,11
4/26/2020,51109,Louisa,Thomas Jefferson,40,9,0
4/26/2020,51111,Lunenburg,Piedmont,4,0,0
4/26/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/26/2020,51115,Mathews,Three Rivers,4,1,0
4/26/2020,51117,Mecklenburg,Southside,94,19,9
4/26/2020,51119,Middlesex,Three Rivers,4,0,0
4/26/2020,51121,Montgomery,New River,51,6,1
4/26/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/26/2020,51127,New Kent,Chickahominy,20,4,1
4/26/2020,51131,Northampton,Eastern Shore,24,1,0
4/26/2020,51133,Northumberland,Three Rivers,8,0,0
4/26/2020,51135,Nottoway,Piedmont,11,0,0
4/26/2020,51137,Orange,Rappahannock Rapidan,26,3,0
4/26/2020,51139,Page,Lord Fairfax,84,9,0
4/26/2020,51141,Patrick,West Piedmont,2,0,0
4/26/2020,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
4/26/2020,51145,Powhatan,Chesterfield,11,0,0
4/26/2020,51147,Prince Edward,Piedmont,41,3,2
4/26/2020,51149,Prince George,Crater,30,4,0
4/26/2020,51153,Prince William,Prince William,1265,124,19
4/26/2020,51155,Pulaski,New River,10,2,0
4/26/2020,51157,Rappahannock,Rappahannock Rapidan,2,0,0
4/26/2020,51159,Richmond County,Three Rivers,89,4,0
4/26/2020,51161,Roanoke County,Alleghany,39,1,0
4/26/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/26/2020,51165,Rockingham,Central Shenandoah,184,14,1
4/26/2020,51167,Russell,Cumberland Plateau,3,1,0
4/26/2020,51169,Scott,Lenowisco,6,1,1
4/26/2020,51171,Shenandoah,Lord Fairfax,74,10,1
4/26/2020,51173,Smyth,Mount Rogers,13,4,0
4/26/2020,51175,Southampton,Western Tidewater,115,3,1
4/26/2020,51177,Spotsylvania,Rappahannock,107,23,3
4/26/2020,51179,Stafford,Rappahannock,213,42,2
4/26/2020,51181,Surry,Crater,4,1,1
4/26/2020,51183,Sussex,Crater,28,3,1
4/26/2020,51185,Tazewell,Cumberland Plateau,4,0,0
4/26/2020,51187,Warren,Lord Fairfax,43,3,0
4/26/2020,51191,Washington,Mount Rogers,34,8,3
4/26/2020,51193,Westmoreland,Three Rivers,20,2,0
4/26/2020,51195,Wise,Lenowisco,20,9,1
4/26/2020,51197,Wythe,Mount Rogers,11,1,1
4/26/2020,51199,York,Peninsula,44,6,1
4/26/2020,51510,Alexandria,Alexandria,591,80,19
4/26/2020,51520,Bristol,Mount Rogers,1,0,0
4/26/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/26/2020,51540,Charlottesville,Thomas Jefferson,49,13,2
4/26/2020,51550,Chesapeake,Chesapeake,208,45,6
4/26/2020,51570,Colonial Heights,Chesterfield,45,0,3
4/26/2020,51580,Covington,Alleghany,1,0,0
4/26/2020,51590,Danville,Pittsylvania-Danville,33,13,1
4/26/2020,51595,Emporia,Crater,18,7,2
4/26/2020,51600,Fairfax City,Fairfax,26,4,2
4/26/2020,51610,Falls Church,Fairfax,26,3,2
4/26/2020,51620,Franklin City,Western Tidewater,16,0,0
4/26/2020,51630,Fredericksburg,Rappahannock,23,6,0
4/26/2020,51640,Galax,Mount Rogers,4,1,0
4/26/2020,51650,Hampton,Hampton,104,28,1
4/26/2020,51660,Harrisonburg,Central Shenandoah,371,24,9
4/26/2020,51670,Hopewell,Crater,22,7,0
4/26/2020,51678,Lexington,Central Shenandoah,3,0,0
4/26/2020,51680,Lynchburg,Central Virginia,50,5,1
4/26/2020,51683,Manassas City,Prince William,158,25,2
4/26/2020,51685,Manassas Park,Prince William,45,6,1
4/26/2020,51690,Martinsville,West Piedmont,0,0,0
4/26/2020,51700,Newport News,Peninsula,111,32,6
4/26/2020,51710,Norfolk,Norfolk,179,34,3
4/26/2020,51720,Norton,Lenowisco,2,1,0
4/26/2020,51730,Petersburg,Crater,27,13,2
4/26/2020,51735,Poquoson,Peninsula,6,2,0
4/26/2020,51740,Portsmouth,Portsmouth,108,32,5
4/26/2020,51750,Radford,New River,3,0,0
4/26/2020,51760,Richmond City,Richmond,301,58,14
4/26/2020,51770,Roanoke City,Roanoke,33,5,0
4/26/2020,51775,Salem,Alleghany,9,0,0
4/26/2020,51790,Staunton,Central Shenandoah,10,0,0
4/26/2020,51800,Suffolk,Western Tidewater,147,31,5
4/26/2020,51810,Virginia Beach,Virginia Beach,345,72,10
4/26/2020,51820,Waynesboro,Central Shenandoah,10,1,0
4/26/2020,51830,Williamsburg,Peninsula,15,6,1
4/26/2020,51840,Winchester,Lord Fairfax,33,1,0
4/25/2020,51001,Accomack,Eastern Shore,146,17,3
4/25/2020,51003,Albemarle,Thomas Jefferson,73,13,3
4/25/2020,51005,Alleghany,Alleghany,5,4,0
4/25/2020,51007,Amelia,Piedmont,15,6,1
4/25/2020,51009,Amherst,Central Virginia,9,1,0
4/25/2020,51011,Appomattox,Central Virginia,12,0,0
4/25/2020,51013,Arlington,Arlington,764,139,29
4/25/2020,51015,Augusta,Central Shenandoah,36,2,1
4/25/2020,51017,Bath,Central Shenandoah,0,0,0
4/25/2020,51019,Bedford,Central Virginia,24,1,0
4/25/2020,51021,Bland,Mount Rogers,0,0,0
4/25/2020,51023,Botetourt,Alleghany,27,9,3
4/25/2020,51025,Brunswick,Southside,14,3,0
4/25/2020,51027,Buchanan,Cumberland Plateau,13,0,0
4/25/2020,51029,Buckingham,Piedmont,34,6,0
4/25/2020,51031,Campbell,Central Virginia,10,0,0
4/25/2020,51033,Caroline,Rappahannock,21,4,0
4/25/2020,51035,Carroll,Mount Rogers,3,1,0
4/25/2020,51036,Charles City,Chickahominy,12,5,1
4/25/2020,51037,Charlotte,Piedmont,7,1,0
4/25/2020,51041,Chesterfield,Chesterfield,440,39,18
4/25/2020,51043,Clarke,Lord Fairfax,7,1,0
4/25/2020,51045,Craig,Alleghany,2,0,0
4/25/2020,51047,Culpeper,Rappahannock Rapidan,95,10,1
4/25/2020,51049,Cumberland,Piedmont,10,1,0
4/25/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/25/2020,51053,Dinwiddie,Crater,12,6,0
4/25/2020,51057,Essex,Three Rivers,4,1,0
4/25/2020,51059,Fairfax,Fairfax,2745,481,90
4/25/2020,51061,Fauquier,Rappahannock Rapidan,80,7,2
4/25/2020,51063,Floyd,New River,1,0,0
4/25/2020,51065,Fluvanna,Thomas Jefferson,72,13,5
4/25/2020,51067,Franklin County,West Piedmont,19,3,0
4/25/2020,51069,Frederick,Lord Fairfax,93,11,0
4/25/2020,51071,Giles,New River,4,0,0
4/25/2020,51073,Gloucester,Three Rivers,22,4,1
4/25/2020,51075,Goochland,Chickahominy,69,7,3
4/25/2020,51077,Grayson,Mount Rogers,0,0,0
4/25/2020,51079,Greene,Thomas Jefferson,10,2,1
4/25/2020,51081,Greensville,Crater,30,6,4
4/25/2020,51083,Halifax,Southside,16,1,0
4/25/2020,51085,Hanover,Chickahominy,103,24,7
4/25/2020,51087,Henrico,Henrico,764,115,89
4/25/2020,51089,Henry,West Piedmont,13,2,1
4/25/2020,51091,Highland,Central Shenandoah,1,0,0
4/25/2020,51093,Isle of Wight,Western Tidewater,91,8,2
4/25/2020,51095,James City,Peninsula,151,51,12
4/25/2020,51097,King and Queen,Three Rivers,2,0,0
4/25/2020,51099,King George,Rappahannock,25,11,4
4/25/2020,51101,King William,Three Rivers,5,1,0
4/25/2020,51103,Lancaster,Three Rivers,1,1,0
4/25/2020,51105,Lee,Lenowisco,8,1,0
4/25/2020,51107,Loudoun,Loudoun,564,72,11
4/25/2020,51109,Louisa,Thomas Jefferson,39,9,0
4/25/2020,51111,Lunenburg,Piedmont,4,0,0
4/25/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/25/2020,51115,Mathews,Three Rivers,4,1,0
4/25/2020,51117,Mecklenburg,Southside,85,19,9
4/25/2020,51119,Middlesex,Three Rivers,4,0,0
4/25/2020,51121,Montgomery,New River,51,6,1
4/25/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/25/2020,51127,New Kent,Chickahominy,20,4,1
4/25/2020,51131,Northampton,Eastern Shore,20,1,0
4/25/2020,51133,Northumberland,Three Rivers,8,0,0
4/25/2020,51135,Nottoway,Piedmont,11,0,0
4/25/2020,51137,Orange,Rappahannock Rapidan,25,3,0
4/25/2020,51139,Page,Lord Fairfax,82,9,0
4/25/2020,51141,Patrick,West Piedmont,2,0,0
4/25/2020,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
4/25/2020,51145,Powhatan,Chesterfield,11,0,0
4/25/2020,51147,Prince Edward,Piedmont,37,3,2
4/25/2020,51149,Prince George,Crater,30,2,0
4/25/2020,51153,Prince William,Prince William,1184,120,19
4/25/2020,51155,Pulaski,New River,10,2,0
4/25/2020,51157,Rappahannock,Rappahannock Rapidan,2,0,0
4/25/2020,51159,Richmond County,Three Rivers,79,4,0
4/25/2020,51161,Roanoke County,Alleghany,39,1,0
4/25/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/25/2020,51165,Rockingham,Central Shenandoah,184,13,1
4/25/2020,51167,Russell,Cumberland Plateau,3,1,0
4/25/2020,51169,Scott,Lenowisco,5,1,1
4/25/2020,51171,Shenandoah,Lord Fairfax,72,10,1
4/25/2020,51173,Smyth,Mount Rogers,13,4,0
4/25/2020,51175,Southampton,Western Tidewater,75,3,1
4/25/2020,51177,Spotsylvania,Rappahannock,101,21,3
4/25/2020,51179,Stafford,Rappahannock,198,39,2
4/25/2020,51181,Surry,Crater,4,1,1
4/25/2020,51183,Sussex,Crater,28,2,1
4/25/2020,51185,Tazewell,Cumberland Plateau,4,0,0
4/25/2020,51187,Warren,Lord Fairfax,42,3,0
4/25/2020,51191,Washington,Mount Rogers,30,8,3
4/25/2020,51193,Westmoreland,Three Rivers,17,2,0
4/25/2020,51195,Wise,Lenowisco,20,9,1
4/25/2020,51197,Wythe,Mount Rogers,11,1,1
4/25/2020,51199,York,Peninsula,44,6,1
4/25/2020,51510,Alexandria,Alexandria,575,80,18
4/25/2020,51520,Bristol,Mount Rogers,1,0,0
4/25/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/25/2020,51540,Charlottesville,Thomas Jefferson,48,13,2
4/25/2020,51550,Chesapeake,Chesapeake,200,45,6
4/25/2020,51570,Colonial Heights,Chesterfield,43,0,3
4/25/2020,51580,Covington,Alleghany,1,0,0
4/25/2020,51590,Danville,Pittsylvania-Danville,32,13,1
4/25/2020,51595,Emporia,Crater,18,6,1
4/25/2020,51600,Fairfax City,Fairfax,26,4,2
4/25/2020,51610,Falls Church,Fairfax,26,3,2
4/25/2020,51620,Franklin City,Western Tidewater,16,0,0
4/25/2020,51630,Fredericksburg,Rappahannock,23,3,0
4/25/2020,51640,Galax,Mount Rogers,1,1,0
4/25/2020,51650,Hampton,Hampton,101,26,1
4/25/2020,51660,Harrisonburg,Central Shenandoah,370,24,9
4/25/2020,51670,Hopewell,Crater,21,7,0
4/25/2020,51678,Lexington,Central Shenandoah,3,0,0
4/25/2020,51680,Lynchburg,Central Virginia,48,5,1
4/25/2020,51683,Manassas City,Prince William,154,24,1
4/25/2020,51685,Manassas Park,Prince William,44,6,1
4/25/2020,51690,Martinsville,West Piedmont,0,0,0
4/25/2020,51700,Newport News,Peninsula,109,32,6
4/25/2020,51710,Norfolk,Norfolk,169,32,3
4/25/2020,51720,Norton,Lenowisco,2,1,0
4/25/2020,51730,Petersburg,Crater,27,11,2
4/25/2020,51735,Poquoson,Peninsula,6,2,0
4/25/2020,51740,Portsmouth,Portsmouth,103,31,5
4/25/2020,51750,Radford,New River,3,0,0
4/25/2020,51760,Richmond City,Richmond,287,55,14
4/25/2020,51770,Roanoke City,Roanoke,33,5,0
4/25/2020,51775,Salem,Alleghany,8,0,0
4/25/2020,51790,Staunton,Central Shenandoah,10,0,0
4/25/2020,51800,Suffolk,Western Tidewater,141,30,5
4/25/2020,51810,Virginia Beach,Virginia Beach,335,71,10
4/25/2020,51820,Waynesboro,Central Shenandoah,10,1,0
4/25/2020,51830,Williamsburg,Peninsula,15,6,1
4/25/2020,51840,Winchester,Lord Fairfax,33,1,0
4/24/2020,51001,Accomack,Eastern Shore,100,17,3
4/24/2020,51003,Albemarle,Thomas Jefferson,72,13,3
4/24/2020,51005,Alleghany,Alleghany,5,4,0
4/24/2020,51007,Amelia,Piedmont,15,6,1
4/24/2020,51009,Amherst,Central Virginia,9,1,0
4/24/2020,51011,Appomattox,Central Virginia,12,0,0
4/24/2020,51013,Arlington,Arlington,722,120,24
4/24/2020,51015,Augusta,Central Shenandoah,34,2,1
4/24/2020,51017,Bath,Central Shenandoah,0,0,0
4/24/2020,51019,Bedford,Central Virginia,23,1,0
4/24/2020,51021,Bland,Mount Rogers,0,0,0
4/24/2020,51023,Botetourt,Alleghany,27,9,3
4/24/2020,51025,Brunswick,Southside,14,3,0
4/24/2020,51027,Buchanan,Cumberland Plateau,12,0,0
4/24/2020,51029,Buckingham,Piedmont,31,6,0
4/24/2020,51031,Campbell,Central Virginia,10,0,0
4/24/2020,51033,Caroline,Rappahannock,21,3,0
4/24/2020,51035,Carroll,Mount Rogers,3,1,0
4/24/2020,51036,Charles City,Chickahominy,12,5,1
4/24/2020,51037,Charlotte,Piedmont,8,1,0
4/24/2020,51041,Chesterfield,Chesterfield,423,38,17
4/24/2020,51043,Clarke,Lord Fairfax,7,1,0
4/24/2020,51045,Craig,Alleghany,2,0,0
4/24/2020,51047,Culpeper,Rappahannock Rapidan,90,10,1
4/24/2020,51049,Cumberland,Piedmont,10,1,0
4/24/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/24/2020,51053,Dinwiddie,Crater,12,5,0
4/24/2020,51057,Essex,Three Rivers,3,1,0
4/24/2020,51059,Fairfax,Fairfax,2534,455,85
4/24/2020,51061,Fauquier,Rappahannock Rapidan,73,7,2
4/24/2020,51063,Floyd,New River,1,0,0
4/24/2020,51065,Fluvanna,Thomas Jefferson,72,12,5
4/24/2020,51067,Franklin County,West Piedmont,19,3,0
4/24/2020,51069,Frederick,Lord Fairfax,87,9,0
4/24/2020,51071,Giles,New River,4,0,0
4/24/2020,51073,Gloucester,Three Rivers,21,4,1
4/24/2020,51075,Goochland,Chickahominy,69,7,3
4/24/2020,51077,Grayson,Mount Rogers,0,0,0
4/24/2020,51079,Greene,Thomas Jefferson,10,2,1
4/24/2020,51081,Greensville,Crater,30,6,4
4/24/2020,51083,Halifax,Southside,16,1,0
4/24/2020,51085,Hanover,Chickahominy,100,24,7
4/24/2020,51087,Henrico,Henrico,729,107,86
4/24/2020,51089,Henry,West Piedmont,12,2,1
4/24/2020,51091,Highland,Central Shenandoah,1,0,0
4/24/2020,51093,Isle of Wight,Western Tidewater,91,8,2
4/24/2020,51095,James City,Peninsula,150,51,12
4/24/2020,51097,King and Queen,Three Rivers,2,0,0
4/24/2020,51099,King George,Rappahannock,23,11,4
4/24/2020,51101,King William,Three Rivers,3,0,0
4/24/2020,51103,Lancaster,Three Rivers,1,1,0
4/24/2020,51105,Lee,Lenowisco,8,1,0
4/24/2020,51107,Loudoun,Loudoun,529,67,10
4/24/2020,51109,Louisa,Thomas Jefferson,38,9,0
4/24/2020,51111,Lunenburg,Piedmont,3,0,0
4/24/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/24/2020,51115,Mathews,Three Rivers,3,1,0
4/24/2020,51117,Mecklenburg,Southside,74,19,7
4/24/2020,51119,Middlesex,Three Rivers,3,0,0
4/24/2020,51121,Montgomery,New River,50,6,0
4/24/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/24/2020,51127,New Kent,Chickahominy,20,4,1
4/24/2020,51131,Northampton,Eastern Shore,15,1,0
4/24/2020,51133,Northumberland,Three Rivers,6,0,0
4/24/2020,51135,Nottoway,Piedmont,10,0,0
4/24/2020,51137,Orange,Rappahannock Rapidan,22,3,0
4/24/2020,51139,Page,Lord Fairfax,30,8,0
4/24/2020,51141,Patrick,West Piedmont,2,0,0
4/24/2020,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
4/24/2020,51145,Powhatan,Chesterfield,9,0,0
4/24/2020,51147,Prince Edward,Piedmont,34,3,2
4/24/2020,51149,Prince George,Crater,29,2,0
4/24/2020,51153,Prince William,Prince William,1110,112,18
4/24/2020,51155,Pulaski,New River,10,2,0
4/24/2020,51157,Rappahannock,Rappahannock Rapidan,1,0,0
4/24/2020,51159,Richmond County,Three Rivers,66,4,0
4/24/2020,51161,Roanoke County,Alleghany,39,1,0
4/24/2020,51163,Rockbridge,Central Shenandoah,5,0,0
4/24/2020,51165,Rockingham,Central Shenandoah,176,13,1
4/24/2020,51167,Russell,Cumberland Plateau,2,1,0
4/24/2020,51169,Scott,Lenowisco,5,1,1
4/24/2020,51171,Shenandoah,Lord Fairfax,65,10,0
4/24/2020,51173,Smyth,Mount Rogers,13,4,0
4/24/2020,51175,Southampton,Western Tidewater,75,3,1
4/24/2020,51177,Spotsylvania,Rappahannock,97,20,3
4/24/2020,51179,Stafford,Rappahannock,193,38,2
4/24/2020,51181,Surry,Crater,4,1,1
4/24/2020,51183,Sussex,Crater,28,2,1
4/24/2020,51185,Tazewell,Cumberland Plateau,4,0,0
4/24/2020,51187,Warren,Lord Fairfax,36,3,0
4/24/2020,51191,Washington,Mount Rogers,30,8,3
4/24/2020,51193,Westmoreland,Three Rivers,14,0,0
4/24/2020,51195,Wise,Lenowisco,20,9,1
4/24/2020,51197,Wythe,Mount Rogers,11,1,1
4/24/2020,51199,York,Peninsula,43,6,1
4/24/2020,51510,Alexandria,Alexandria,547,81,15
4/24/2020,51520,Bristol,Mount Rogers,1,0,0
4/24/2020,51530,Buena Vista City,Central Shenandoah,5,0,0
4/24/2020,51540,Charlottesville,Thomas Jefferson,45,13,2
4/24/2020,51550,Chesapeake,Chesapeake,197,43,5
4/24/2020,51570,Colonial Heights,Chesterfield,41,0,3
4/24/2020,51580,Covington,Alleghany,1,0,0
4/24/2020,51590,Danville,Pittsylvania-Danville,31,13,1
4/24/2020,51595,Emporia,Crater,18,4,1
4/24/2020,51600,Fairfax City,Fairfax,26,3,2
4/24/2020,51610,Falls Church,Fairfax,24,2,2
4/24/2020,51620,Franklin City,Western Tidewater,15,0,0
4/24/2020,51630,Fredericksburg,Rappahannock,21,3,0
4/24/2020,51640,Galax,Mount Rogers,1,1,0
4/24/2020,51650,Hampton,Hampton,99,26,1
4/24/2020,51660,Harrisonburg,Central Shenandoah,355,23,9
4/24/2020,51670,Hopewell,Crater,19,5,0
4/24/2020,51678,Lexington,Central Shenandoah,3,0,0
4/24/2020,51680,Lynchburg,Central Virginia,48,5,1
4/24/2020,51683,Manassas City,Prince William,137,20,1
4/24/2020,51685,Manassas Park,Prince William,44,6,1
4/24/2020,51690,Martinsville,West Piedmont,0,0,0
4/24/2020,51700,Newport News,Peninsula,107,32,6
4/24/2020,51710,Norfolk,Norfolk,141,31,3
4/24/2020,51720,Norton,Lenowisco,2,1,0
4/24/2020,51730,Petersburg,Crater,27,10,2
4/24/2020,51735,Poquoson,Peninsula,6,2,0
4/24/2020,51740,Portsmouth,Portsmouth,100,30,4
4/24/2020,51750,Radford,New River,2,0,0
4/24/2020,51760,Richmond City,Richmond,267,51,14
4/24/2020,51770,Roanoke City,Roanoke,33,5,0
4/24/2020,51775,Salem,Alleghany,8,0,0
4/24/2020,51790,Staunton,Central Shenandoah,10,0,0
4/24/2020,51800,Suffolk,Western Tidewater,138,30,4
4/24/2020,51810,Virginia Beach,Virginia Beach,331,65,10
4/24/2020,51820,Waynesboro,Central Shenandoah,10,1,0
4/24/2020,51830,Williamsburg,Peninsula,14,5,1
4/24/2020,51840,Winchester,Lord Fairfax,31,0,0
4/23/2020,51001,Accomack,Eastern Shore,76,17,2
4/23/2020,51003,Albemarle,Thomas Jefferson,71,13,3
4/23/2020,51005,Alleghany,Alleghany,5,4,0
4/23/2020,51007,Amelia,Piedmont,15,6,1
4/23/2020,51009,Amherst,Central Virginia,9,1,0
4/23/2020,51011,Appomattox,Central Virginia,12,0,0
4/23/2020,51013,Arlington,Arlington,686,118,24
4/23/2020,51015,Augusta,Central Shenandoah,33,2,1
4/23/2020,51017,Bath,Central Shenandoah,0,0,0
4/23/2020,51019,Bedford,Central Virginia,21,1,0
4/23/2020,51021,Bland,Mount Rogers,0,0,0
4/23/2020,51023,Botetourt,Alleghany,26,9,3
4/23/2020,51025,Brunswick,Southside,13,3,0
4/23/2020,51027,Buchanan,Cumberland Plateau,12,0,0
4/23/2020,51029,Buckingham,Piedmont,31,6,0
4/23/2020,51031,Campbell,Central Virginia,10,0,0
4/23/2020,51033,Caroline,Rappahannock,21,3,0
4/23/2020,51035,Carroll,Mount Rogers,3,1,0
4/23/2020,51036,Charles City,Chickahominy,12,4,1
4/23/2020,51037,Charlotte,Piedmont,8,1,0
4/23/2020,51041,Chesterfield,Chesterfield,402,34,7
4/23/2020,51043,Clarke,Lord Fairfax,7,1,0
4/23/2020,51045,Craig,Alleghany,2,0,0
4/23/2020,51047,Culpeper,Rappahannock Rapidan,84,9,1
4/23/2020,51049,Cumberland,Piedmont,10,1,0
4/23/2020,51051,Dickenson,Cumberland Plateau,0,0,0
4/23/2020,51053,Dinwiddie,Crater,12,4,0
4/23/2020,51057,Essex,Three Rivers,3,1,0
4/23/2020,51059,Fairfax,Fairfax,2362,431,76
4/23/2020,51061,Fauquier,Rappahannock Rapidan,64,6,1
4/23/2020,51063,Floyd,New River,1,0,0
4/23/2020,51065,Fluvanna,Thomas Jefferson,72,12,4
4/23/2020,51067,Franklin County,West Piedmont,17,2,0
4/23/2020,51069,Frederick,Lord Fairfax,87,9,0
4/23/2020,51071,Giles,New River,4,0,0
4/23/2020,51073,Gloucester,Three Rivers,21,4,1
4/23/2020,51075,Goochland,Chickahominy,63,7,3
4/23/2020,51077,Grayson,Mount Rogers,0,0,0
4/23/2020,51079,Greene,Thomas Jefferson,10,2,1
4/23/2020,51081,Greensville,Crater,30,5,4
4/23/2020,51083,Halifax,Southside,13,1,0
4/23/2020,51085,Hanover,Chickahominy,99,23,7
4/23/2020,51087,Henrico,Henrico,718,99,83
4/23/2020,51089,Henry,West Piedmont,10,2,1
4/23/2020,51091,Highland,Central Shenandoah,1,0,0
4/23/2020,51093,Isle of Wight,Western Tidewater,91,8,2
4/23/2020,51095,James City,Peninsula,149,51,12
4/23/2020,51097,King and Queen,Three Rivers,2,0,0
4/23/2020,51099,King George,Rappahannock,21,11,4
4/23/2020,51101,King William,Three Rivers,3,0,0
4/23/2020,51103,Lancaster,Three Rivers,1,1,0
4/23/2020,51105,Lee,Lenowisco,7,1,0
4/23/2020,51107,Loudoun,Loudoun,498,64,10
4/23/2020,51109,Louisa,Thomas Jefferson,38,8,0
4/23/2020,51111,Lunenburg,Piedmont,3,0,0
4/23/2020,51113,Madison,Rappahannock Rapidan,14,1,0
4/23/2020,51115,Mathews,Three Rivers,3,1,0
4/23/2020,51117,Mecklenburg,Southside,71,18,1
4/23/2020,51119,Middlesex,Three Rivers,3,0,0
4/23/2020,51121,Montgomery,New River,50,6,0
4/23/2020,51125,Nelson,Thomas Jefferson,7,0,0
4/23/2020,51127,New Kent,Chickahominy,20,4,1
